pmid	pmcid	arg0_id	relation	arg1_id	trigger	sent_text	section
chapter_12	978-1-4987-6285-4	bf54b65a21ddf24148f2c575538d8f59	CORRELATED_NOT_SPECIFIED	99ac157cd4a1c1979f8f70979ebc0385	vary	In cell recycle, the amount of time needed for cells to settle in the cell separator, and the frequency of passing through the device per day (thus, the frequency of cells' subjugation to shear stress incurred by pumping and temperature fluctuation), are likely to vary with the scale of operation.	CHAPTER 12
chapter_12	978-1-4987-6285-4	f75d2ca4751cc25e04171064d145edb3	CORRELATED_NOT_SPECIFIED	99ac157cd4a1c1979f8f70979ebc0385	vary	In cell recycle, the amount of time needed for cells to settle in the cell separator, and the frequency of passing through the device per day (thus, the frequency of cells' subjugation to shear stress incurred by pumping and temperature fluctuation), are likely to vary with the scale of operation.	CHAPTER 12
chapter_12	978-1-4987-6285-4	499f51c97154e7c58e80f72485922f82	CORRELATED_NOT_SPECIFIED	6525857347dcfc869e778bb68a7751f4	effects	However, experimental evaluation of the effects of scale on cellular levels of CO 2 and intracellular pH is still lacking.The increased accumulation of CO 2 in the medium also increases the need for a base addition to neutralize the pH and the associated change in osmolality.	CHAPTER 12
chapter_12	978-1-4987-6285-4	8e29733c658e5ec250d1307b093c9af9	CORRELATED_NOT_SPECIFIED	f8d7dc7f6261a1a519efbf2c2a215d8a	multiplied	OUR is the specific oxygen consumption rate multiplied by the cell concentration.	CHAPTER 12
chapter_2	978-1-4987-6285-4	22f379669d588cce835c5cdb0143d1fd	CORRELATED_NOT_SPECIFIED	440c0029fe0847a362fd1eac2dd4172c	derived	The space inside the inner membrane, called the matrix, is rich in enzymes and is the place where the final breakdown of metabolic intermediates derived from glucose metabolism to CO 2 occurs.	CHAPTER 2
chapter_2	978-1-4987-6285-4	9e0226aac998379d3650cfda1267b487	CORRELATED_NOT_SPECIFIED	472564269d9a008b4a9b581991836676	derived	The space inside the inner membrane, called the matrix, is rich in enzymes and is the place where the final breakdown of metabolic intermediates derived from glucose metabolism to CO 2 occurs.	CHAPTER 2
chapter_2	978-1-4987-6285-4	1879b623fbea8e97cdadab982878fe13	CORRELATED_NOT_SPECIFIED	b9fdeaa3dd18ef999875807ef15b7c83	used	NS0 and CHO are the two prominent host cell lines used for therapeutic recombinant protein production.	CHAPTER 2
chapter_2	978-1-4987-6285-4	4fc9ccf2c80cd5b66952893d19f657c0	CORRELATED_NOT_SPECIFIED	7e5e4601a2a09a23a5222ef3e2a09b1e	have	CHO cells have an amplified genomic region that encodes for c-Myc gene, an oncogene, and a mutated TP53, a tumor suppressor gene.	CHAPTER 2
chapter_2	978-1-4987-6285-4	9203062495d1a12709d57835e096abb4	CORRELATED_NOT_SPECIFIED	9691e36829c0cecb9f682c0b3f63f9f2	linked	As the protein is being synthesized and folded, a preassembled oligoglycan containing three terminal glucose residues is transferred and covalently linked to the asparagine ( Figure 2 .9).	CHAPTER 2
chapter_2	978-1-4987-6285-4	27feca75d9748619ed0d00172c4c22b6	CORRELATED_NOT_SPECIFIED	60f3f67b55003b9124ec3a82c0b996b3	needed	The antibodies are needed only for a limited period of time after the host's exposure to the antigen.	CHAPTER 2
chapter_2	978-1-4987-6285-4	1879b623fbea8e97cdadab982878fe13	CORRELATED_NOT_SPECIFIED	141c2fe8df51af2a22a9224d5bf76cb8	used	NS0 and CHO are the two prominent host cell lines used for therapeutic recombinant protein production.	CHAPTER 2
chapter_2	978-1-4987-6285-4	a07ca2bb8ff0139449498948b7c3a587	CORRELATED_NOT_SPECIFIED	0ab946363253c026cc2fa7bf8f946870	mediates	The product of gene TP53, p53, mediates external stress signals to cell cycle regulators to constrain the cell cycle.	CHAPTER 2
chapter_3_1	978-1-4987-6285-4	1d5325a0ce8ebb1533535f660dcc3d02	CORRELATED_NOT_SPECIFIED	ef91ac105cb2d6b400bdc7cf23ec3bfa	used	At the glucose concentration used in culture medium, the flux of GLUT1 is at its maximum.	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	6b7535b4e28897d6d43ac37cc2d5a23a	CORRELATED_NOT_SPECIFIED	bcaed34e6639db11eedd7816821f333f	produced	Lactate produced in glycolysis is excreted across the cytoplasmic membrane through monocarboxylate transporters (MCT).	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	6b7535b4e28897d6d43ac37cc2d5a23a	CORRELATED_NOT_SPECIFIED	5ae0ff557ad04e6d549253010f691856	produced	MCT1 favors the uptake of lactate, while MCT4 favors the excretion of lactate produced in glycolysis.	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	7c7167dc8f4142dc4263d6841a47de44	CORRELATED_NOT_SPECIFIED	949505abb6006f90415cd435204d1530	regulate	These four enzymes along with pyruvate dehydrogenase kinase (PDK) regulate the flux of glucose carbon and its distribution at the pyruvate node.	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	6b7535b4e28897d6d43ac37cc2d5a23a	CORRELATED_NOT_SPECIFIED	89b3f8f30223f8c20f40c50e429f7c5c	maintains	In a growing cell, glycolysis not only supplies pyruvate for energy generation in the TCA cycle, but also supplies PPP, sustains the biosynthesis of glycerol-phosphate (for lipids) and serine (through 3-phosphoglycerate), and maintains the supply of pyruvate for the biosynthesis of many cellular constituents.	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	6b7535b4e28897d6d43ac37cc2d5a23a	CORRELATED_NOT_SPECIFIED	55acfc1dd4a68bf1dc472fea3bac3fa5	maintains	In a growing cell, glycolysis not only supplies pyruvate for energy generation in the TCA cycle, but also supplies PPP, sustains the biosynthesis of glycerol-phosphate (for lipids) and serine (through 3-phosphoglycerate), and maintains the supply of pyruvate for the biosynthesis of many cellular constituents.	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	f67e47183bff9ef8fda8a1529426ec11	CORRELATED_NOT_SPECIFIED	ddbff14b1bcd1edc14888c1aa3843b7e	converted	Those 180 moles of pyruvate converted to lactate will also regenerate 180 moles of NADH to NAD.	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	4cf4877a484a86d68288055a819268a3	CORRELATED_NOT_SPECIFIED	70442b860206f170a861f7e5379b4fb2	lead	It has been shown that the depletion of the non-essential amino acid asparagine in culture medium can lead to amino acid misincorporation into the product protein.	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	f67e47183bff9ef8fda8a1529426ec11	CORRELATED_NOT_SPECIFIED	7c1d1b9d8da6c72b199c07faca63868e	converted	The 90% of glucose converted to lactate generates 1.8 ATP (2 ATP x 0.9), while the other 10% of glucose generates about 3 ATP (30 ATP x 0.1).	CHAPTER 3
chapter_3_1	978-1-4987-6285-4	6b7535b4e28897d6d43ac37cc2d5a23a	CORRELATED_NOT_SPECIFIED	4e2f563d1d1df89f60562a4fd921ffb5	generated	The rest of the pyruvate generated in glycolysis is converted to lactate.	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	54cccc97be521e7f0ce8548db332e759	CORRELATED_NOT_SPECIFIED	efc8e5d379f4cf9d79df750ef118b443	expressed	Similarly, glycoproteins expressed in CHO cells have only terminal α(2,3)-linked sialic acids, in contrast to α(2,6) and α(2,3) seen in humans, due to the near absence of expression of 2,6-sialyltransferase in CHO cells.	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	6be7a2e9778aa5f696ec94333ec1b5d6	CORRELATED_NOT_SPECIFIED	e9b590dc96855b0c8aa6d2873ae3601a	contributing	Roughly a couple dozen glycosyltransferases are prominent in contributing to the glycan heterogeneity in recombinant proteins.	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	508a3c3f8dbb3d359bbe172f282e2fa2	CORRELATED_NOT_SPECIFIED	4c1bdca22ba0f008715b481e485e0d7b	initiated	N-glycosylation is initiated by the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	384f7db3261e5965ff05f386694248c6	CORRELATED_NOT_SPECIFIED	4c1bdca22ba0f008715b481e485e0d7b	initiated	N-glycosylation is initiated by the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	ac455e703af00f770df57655724c37c5	CORRELATED_NOT_SPECIFIED	4c1bdca22ba0f008715b481e485e0d7b	initiated	N-glycosylation is initiated by the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	2f9ce64be2fc3c48293100bc86b59d38	CORRELATED_NOT_SPECIFIED	4c1bdca22ba0f008715b481e485e0d7b	initiated	N-glycosylation is initiated by the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	138cd599cb6693c2bc45f828b9e8d81d	CORRELATED_NOT_SPECIFIED	4c1bdca22ba0f008715b481e485e0d7b	initiated	N-glycosylation is initiated by the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	5ae73dd2a8f8f82101bce29c468cb879	CORRELATED_NOT_SPECIFIED	4c1bdca22ba0f008715b481e485e0d7b	initiated	N-glycosylation is initiated by the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	7b7349096d544d8cc6f7eb71452508c5	CORRELATED_NOT_SPECIFIED	b40613a4b9afdc04e1e5a3ddc54b6951	caused	Such differences in glycan composition have posed a concern; however, immunogenicity of recombinant proteins directly caused by variant glycans is still rare.	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	a63d6042c2ec74d739e6ab35de8e44bc	CORRELATED_NOT_SPECIFIED	8b13df1542d4c17c8fee6477a81ff3cc	catalyzed	In the extension of the first layer GlcNAc to the 3-mannose core, the addition of GlcNAc to the base mannose (catalyzed by N-acetylglucosaminyltransferase III (GnT-III)) suppresses further extension of the glycan.	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	63ba51875773c41b19a4c12a33ee114c	CORRELATED_NOT_SPECIFIED	eedb51fbde9dbccf31872d24bef6840f	have	Human glycans have terminal N-acetylneuraminic acid (NANA).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	bc18db361c97304d22777224945e730c	CORRELATED_NOT_SPECIFIED	748a87e35a1bc96ca391bbac89d5f448	produced	In biomanufacturing, glycoproteins produced by the same cell line are also heterogeneous in their structure.	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	65506f5b042f592a064cf06fe056ccac	CORRELATED_NOT_SPECIFIED	d227a45376c564c4d78c63f36498f57d	involved	Transporters are used to supply the nucleotide sugars involved in the subsequent reactions, including GDP-mannose and GDP-glucose in the ER.The nucleotide sugars for the extension reactions in the Golgi apparatus are also transported through transporters (Figure 3 .26).	CHAPTER 3
chapter_3_2	978-1-4987-6285-4	65506f5b042f592a064cf06fe056ccac	CORRELATED_NOT_SPECIFIED	8f5844a1bec57d0eefc6f900f43221da	involved	Transporters are used to supply the nucleotide sugars involved in the subsequent reactions, including GDP-mannose and GDP-glucose in the ER.The nucleotide sugars for the extension reactions in the Golgi apparatus are also transported through transporters (Figure 3 .26).	CHAPTER 3
