doc_id	sent_index	relation_id	relation	trigger	trigger_offset	arg_num	arg_head	arg_head_offset	arg_base_np	arg_base_np_offset	arg_np	arg_np_offset	sent_text
6590254	0	8	ass	produced	160:167	arg0	cells	176:180	CHO cells	172:180	CHO cells	172:180	Impact of cell culture media additives on IgG glycosylation produced in Chinese hamster ovary cells Impact of cell culture media additives on IgG glycosylation produced in CHO cells.
6590254	0	8	ass	produced	160:167	arg1	glycosylation	146:158	IgG glycosylation	142:158	IgG glycosylation produced in CHO cells	142:180	Impact of cell culture media additives on IgG glycosylation produced in Chinese hamster ovary cells Impact of cell culture media additives on IgG glycosylation produced in CHO cells.
6590254	20	9	reg	decrease	3296:3303	arg0	time-dependent	3281:3294	time-dependent	3281:3294	time-dependent	3281:3294	A time-dependent decrease of total sialylation correlating with an increase in galactosylation was observed for mAb2 in both controlled and uncontrolled systems, suggesting either a higher activity of sialidases or an increase in the synthesis of galactosylated glycans during the stationary phase.
6590254	20	9	reg	decrease	3296:3303	arg1	sialylation	3314:3324	total sialylation	3308:3324	total sialylation	3308:3324	A time-dependent decrease of total sialylation correlating with an increase in galactosylation was observed for mAb2 in both controlled and uncontrolled systems, suggesting either a higher activity of sialidases or an increase in the synthesis of galactosylated glycans during the stationary phase.
6590254	19	10	ass	impact	3088:3093	arg1	sialylation	3128:3138	sialylation	3128:3138	sialylation	3128:3138	In contrast, the cultivation mode had no impact on either the galactosylation or sialylation of mAb2, indicating that the glycosylation of IgGs may be more robust to changes in process conditions only in specific cell lines/clones.
6590254	19	10	ass	impact	3088:3093	arg0	mode	3076:3079	the cultivation mode	3060:3079	the cultivation mode	3060:3079	In contrast, the cultivation mode had no impact on either the galactosylation or sialylation of mAb2, indicating that the glycosylation of IgGs may be more robust to changes in process conditions only in specific cell lines/clones.
6590254	19	10	ass	impact	3088:3093	arg1	galactosylation	3109:3123	galactosylation	3109:3123	galactosylation	3109:3123	In contrast, the cultivation mode had no impact on either the galactosylation or sialylation of mAb2, indicating that the glycosylation of IgGs may be more robust to changes in process conditions only in specific cell lines/clones.
6590254	28	11	reg	had	4638:4640	arg1	effect	4645:4650	no effect	4642:4650	no effect	4642:4650	In contrast, a similar amount of the glucosidase inhibitor deoxynojirimycin (1.3 mM) had no effect on mAb1 glycosylation (data not shown).
6590254	28	11	reg	had	4638:4640	arg0	amount	4576:4581	a similar amount	4566:4581	a similar amount of the glucosidase inhibitor deoxynojirimycin (1.3 mM)	4566:4636	In contrast, a similar amount of the glucosidase inhibitor deoxynojirimycin (1.3 mM) had no effect on mAb1 glycosylation (data not shown).
6590254	61	12	ass	effect	10246:10251	arg1	fucosylation	10265:10276	antibody fucosylation	10256:10276	antibody fucosylation	10256:10276	DMSO (solvent used for solubilization of 2F-PerAcFuc) did not show any effect on antibody fucosylation but resulted in a decreased IVC and increased Qp.
6590254	61	12	ass	effect	10246:10251	arg0	DMSO	10175:10178	DMSO	10175:10178	DMSO (solvent used for solubilization of 2F-PerAcFuc)	10175:10227	DMSO (solvent used for solubilization of 2F-PerAcFuc) did not show any effect on antibody fucosylation but resulted in a decreased IVC and increased Qp.
6590254	7	13	reg	reduced	1213:1219	arg1	Fucosylation	1196:1207	Fucosylation	1196:1207	Fucosylation	1196:1207	Fucosylation was reduced by 76.1% through addition of 800 microM 2-F-peracetyl fucose.
6590254	7	13	reg	reduced	1213:1219	arg0	%	1228:1228	76.1%	1224:1228	76.1%	1224:1228	Fucosylation was reduced by 76.1% through addition of 800 microM 2-F-peracetyl fucose.
6590254	7	13	reg	reduced	1213:1219	arg0	addition	1238:1245	addition	1238:1245	addition of 800 microM 2-F-peracetyl fucose	1238:1280	Fucosylation was reduced by 76.1% through addition of 800 microM 2-F-peracetyl fucose.
6590254	54	14	inv	effect	9083:9088	arg1	glycoforms	9136:9145	related glycoforms	9128:9145	related glycoforms	9128:9145	Finally, no significant correlation was found between any of the glycoforms and Qp, indicating that the effect of the additives on mannosylation and related glycoforms is independent of Qp.
6590254	54	14	inv	effect	9083:9088	arg0	additives	9097:9105	the additives	9093:9105	the additives	9093:9105	Finally, no significant correlation was found between any of the glycoforms and Qp, indicating that the effect of the additives on mannosylation and related glycoforms is independent of Qp.
6590254	54	14	inv	effect	9083:9088	arg1	mannosylation	9110:9122	mannosylation	9110:9122	mannosylation	9110:9122	Finally, no significant correlation was found between any of the glycoforms and Qp, indicating that the effect of the additives on mannosylation and related glycoforms is independent of Qp.
6590254	98	15	ass	secreted	16452:16459	arg1	mAb	16448:16450	mAb	16448:16450	mAb secreted during exponential and stationary phase	16448:16499	As for mannosylation and fucosylation, the mass fraction of sialylated glycan compared to the amount of mAb secreted during exponential and stationary phase was calculated (Supporting Information Table 6).
6590254	98	15	ass	secreted	16452:16459	arg0	phase	16495:16499	exponential and stationary phase	16468:16499	exponential and stationary phase	16468:16499	As for mannosylation and fucosylation, the mass fraction of sialylated glycan compared to the amount of mAb secreted during exponential and stationary phase was calculated (Supporting Information Table 6).
6590254	10	16	inv	required	1783:1790	arg0	glycosylation	1757:1769	a smaller overall glycosylation modulation	1739:1780	a smaller overall glycosylation modulation	1739:1780	Further compounds or combinations of additives were also efficient at achieving a smaller overall glycosylation modulation, required, for instance, during the development of biosimilars.
6590254	10	16	inv	required	1783:1790	arg1	instance	1797:1804	instance	1797:1804	instance	1797:1804	Further compounds or combinations of additives were also efficient at achieving a smaller overall glycosylation modulation, required, for instance, during the development of biosimilars.
6590254	10	16	inv	required	1783:1790	arg0	modulation	1771:1780	a smaller overall glycosylation modulation	1739:1780	a smaller overall glycosylation modulation	1739:1780	Further compounds or combinations of additives were also efficient at achieving a smaller overall glycosylation modulation, required, for instance, during the development of biosimilars.
6590254	19	17	reg	had	3081:3083	arg1	impact	3088:3093	no impact	3085:3093	no impact	3085:3093	In contrast, the cultivation mode had no impact on either the galactosylation or sialylation of mAb2, indicating that the glycosylation of IgGs may be more robust to changes in process conditions only in specific cell lines/clones.
6590254	19	17	reg	had	3081:3083	arg0	mode	3076:3079	the cultivation mode	3060:3079	the cultivation mode	3060:3079	In contrast, the cultivation mode had no impact on either the galactosylation or sialylation of mAb2, indicating that the glycosylation of IgGs may be more robust to changes in process conditions only in specific cell lines/clones.
6590254	103	18	reg	increasing	17418:17427	arg1	amount	17439:17444	the total amount	17429:17444	the total amount of sialylated glycans (30 microM dexamethasone) as well as disialylated species (10 microM dexamethasone) concurrent with a positive effect on titer	17429:17593	In summary, the additive dexamethasone was the most successful compound for increasing the total amount of sialylated glycans (30 microM dexamethasone) as well as disialylated species (10 microM dexamethasone) concurrent with a positive effect on titer.
6590254	103	18	reg	increasing	17418:17427	arg0	compound	17405:17412	the most successful compound	17385:17412	the most successful compound for increasing the total amount of sialylated glycans (30 microM dexamethasone) as well as disialylated species (10 microM dexamethasone) concurrent with a positive effect on titer	17385:17593	In summary, the additive dexamethasone was the most successful compound for increasing the total amount of sialylated glycans (30 microM dexamethasone) as well as disialylated species (10 microM dexamethasone) concurrent with a positive effect on titer.
6590254	103	18	reg	increasing	17418:17427	arg0	dexamethasone	17367:17379	the additive dexamethasone	17354:17379	the additive dexamethasone	17354:17379	In summary, the additive dexamethasone was the most successful compound for increasing the total amount of sialylated glycans (30 microM dexamethasone) as well as disialylated species (10 microM dexamethasone) concurrent with a positive effect on titer.
6590254	78	19	ass	added	12813:12817	arg1	uridine	12805:12811	uridine	12805:12811	uridine added to the medium in this study	12805:12845	The total cumulative concentration of uridine added to the medium in this study was 6.5 mM and was thus lower than the concentration of 10 mM, shown to act as a potent inhibitor of IVC and mAb production (Grainger & James, 2013).
6590254	78	19	ass	added	12813:12817	arg0	medium	12826:12831	the medium	12822:12831	the medium	12822:12831	The total cumulative concentration of uridine added to the medium in this study was 6.5 mM and was thus lower than the concentration of 10 mM, shown to act as a potent inhibitor of IVC and mAb production (Grainger & James, 2013).
6590254	78	19	ass	added	12813:12817	arg0	study	12841:12845	this study	12836:12845	this study	12836:12845	The total cumulative concentration of uridine added to the medium in this study was 6.5 mM and was thus lower than the concentration of 10 mM, shown to act as a potent inhibitor of IVC and mAb production (Grainger & James, 2013).
6590254	20	20	ass	correlating	3326:3336	arg0	sialylation	3314:3324	total sialylation	3308:3324	total sialylation	3308:3324	A time-dependent decrease of total sialylation correlating with an increase in galactosylation was observed for mAb2 in both controlled and uncontrolled systems, suggesting either a higher activity of sialidases or an increase in the synthesis of galactosylated glycans during the stationary phase.
6590254	20	20	ass	correlating	3326:3336	arg0	decrease	3296:3303	A time-dependent decrease	3279:3303	A time-dependent decrease of total sialylation correlating with an increase in galactosylation	3279:3372	A time-dependent decrease of total sialylation correlating with an increase in galactosylation was observed for mAb2 in both controlled and uncontrolled systems, suggesting either a higher activity of sialidases or an increase in the synthesis of galactosylated glycans during the stationary phase.
6590254	20	20	ass	correlating	3326:3336	arg1	galactosylation	3358:3372	galactosylation	3358:3372	galactosylation	3358:3372	A time-dependent decrease of total sialylation correlating with an increase in galactosylation was observed for mAb2 in both controlled and uncontrolled systems, suggesting either a higher activity of sialidases or an increase in the synthesis of galactosylated glycans during the stationary phase.
6590254	20	20	ass	correlating	3326:3336	arg1	increase	3346:3353	an increase	3343:3353	an increase in galactosylation	3343:3372	A time-dependent decrease of total sialylation correlating with an increase in galactosylation was observed for mAb2 in both controlled and uncontrolled systems, suggesting either a higher activity of sialidases or an increase in the synthesis of galactosylated glycans during the stationary phase.
6590254	77	21	reg	regulate	12695:12702	arg1	cycle	12760:12764	cell cycle	12755:12764	cell cycle	12755:12764	This clone-dependent effect mediated by uridine might be linked to a low abundance of nucleotide precursors uridine triphosphate and uridine diphosphate (UDP), which are essential to regulate cellular functions, such as proliferation rate and cell cycle.
6590254	77	21	reg	regulate	12695:12702	arg1	functions	12713:12721	cellular functions	12704:12721	cellular functions	12704:12721	This clone-dependent effect mediated by uridine might be linked to a low abundance of nucleotide precursors uridine triphosphate and uridine diphosphate (UDP), which are essential to regulate cellular functions, such as proliferation rate and cell cycle.
6590254	77	21	reg	regulate	12695:12702	arg0	abundance	12585:12593	a low abundance	12579:12593	a low abundance	12579:12593	This clone-dependent effect mediated by uridine might be linked to a low abundance of nucleotide precursors uridine triphosphate and uridine diphosphate (UDP), which are essential to regulate cellular functions, such as proliferation rate and cell cycle.
6590254	77	21	reg	regulate	12695:12702	arg1	rate	12746:12749	proliferation rate	12732:12749	proliferation rate	12732:12749	This clone-dependent effect mediated by uridine might be linked to a low abundance of nucleotide precursors uridine triphosphate and uridine diphosphate (UDP), which are essential to regulate cellular functions, such as proliferation rate and cell cycle.
6590254	23	22	reg	limit	3978:3982	arg1	efficacy	3988:3995	the efficacy	3984:3995	the efficacy of compounds aiming at increasing these glycoforms	3984:4046	In case of mAb1, the galactosylation profile was increased in controlled conditions and may thus limit the efficacy of compounds aiming at increasing these glycoforms.
6590254	23	22	reg	limit	3978:3982	arg0	profile	3918:3924	the galactosylation profile	3898:3924	the galactosylation profile	3898:3924	In case of mAb1, the galactosylation profile was increased in controlled conditions and may thus limit the efficacy of compounds aiming at increasing these glycoforms.
6590254	35	23	reg	increased	5751:5759	arg0	Supplementation	5712:5726	Supplementation	5712:5726	Supplementation with mannose (200 g/L)	5712:5749	Supplementation with mannose (200 g/L) increased all Man species, with the highest increase being Man5 (+13.0%), most probably because of the inhibition of mannosidase activity in the ER and the Golgi, as suggested by Slade et al. (2016).
6590254	35	23	reg	increased	5751:5759	arg0	increase	5795:5802	the highest increase	5783:5802	the highest increase being Man5 (+13.0%), most probably because of the inhibition of mannosidase activity in the ER and the Golgi	5783:5911	Supplementation with mannose (200 g/L) increased all Man species, with the highest increase being Man5 (+13.0%), most probably because of the inhibition of mannosidase activity in the ER and the Golgi, as suggested by Slade et al. (2016).
6590254	35	23	reg	increased	5751:5759	arg1	species	5769:5775	all Man species	5761:5775	all Man species	5761:5775	Supplementation with mannose (200 g/L) increased all Man species, with the highest increase being Man5 (+13.0%), most probably because of the inhibition of mannosidase activity in the ER and the Golgi, as suggested by Slade et al. (2016).
6590254	35	23	reg	increased	5751:5759	arg1	Supplementation	5712:5726	Supplementation	5712:5726	Supplementation with mannose (200 g/L)	5712:5749	Supplementation with mannose (200 g/L) increased all Man species, with the highest increase being Man5 (+13.0%), most probably because of the inhibition of mannosidase activity in the ER and the Golgi, as suggested by Slade et al. (2016).
6590254	34	23	reg	caused	5589:5594	arg1	increase	5608:5615	an absolute increase	5596:5615	an absolute increase in total mannosylated species of 28.3%	5596:5654	750 microM deoxymannojirimycin caused an absolute increase in total mannosylated species of 28.3% with an overall increase in Man5, Man6, Man7, and Man8.
6590254	34	23	reg	caused	5589:5594	arg0	deoxymannojirimycin	5569:5587	750 microM deoxymannojirimycin	5558:5587	750 microM deoxymannojirimycin	5558:5587	750 microM deoxymannojirimycin caused an absolute increase in total mannosylated species of 28.3% with an overall increase in Man5, Man6, Man7, and Man8.
6590254	51	24	ass	obtained	8421:8428	arg0	additives	8442:8450	all the additives	8434:8450	all the additives of these groups	8434:8466	If the fi data obtained for all the additives of these groups are correlated to each other and to additional parameters like Qp, correlations between glycoforms and cell culture parameters can be drawn.
6590254	51	24	ass	obtained	8421:8428	arg1	data	8416:8419	the fi data	8409:8419	the fi data obtained for all the additives of these groups	8409:8466	If the fi data obtained for all the additives of these groups are correlated to each other and to additional parameters like Qp, correlations between glycoforms and cell culture parameters can be drawn.
6590254	28	25	ass	effect	4645:4650	arg0	amount	4576:4581	a similar amount	4566:4581	a similar amount of the glucosidase inhibitor deoxynojirimycin (1.3 mM)	4566:4636	In contrast, a similar amount of the glucosidase inhibitor deoxynojirimycin (1.3 mM) had no effect on mAb1 glycosylation (data not shown).
6590254	28	25	ass	effect	4645:4650	arg1	glycosylation	4660:4672	mAb1 glycosylation	4655:4672	mAb1 glycosylation	4655:4672	In contrast, a similar amount of the glucosidase inhibitor deoxynojirimycin (1.3 mM) had no effect on mAb1 glycosylation (data not shown).
6590254	66	26	ass	impact	11076:11081	arg1	Figure	11137:11142	Supporting Information Figure 2	11114:11144	Supporting Information Figure 2	11114:11144	Overall, the additives applied to reduce fucosylation did only show a small impact (<5%) on other glycan species (Supporting Information Figure 2).
6590254	66	26	ass	impact	11076:11081	arg0	additives	11013:11021	the additives	11009:11021	the additives applied to reduce fucosylation	11009:11052	Overall, the additives applied to reduce fucosylation did only show a small impact (<5%) on other glycan species (Supporting Information Figure 2).
6590254	66	26	ass	impact	11076:11081	arg1	species	11105:11111	other glycan species	11092:11111	other glycan species (Supporting Information Figure 2)	11092:11145	Overall, the additives applied to reduce fucosylation did only show a small impact (<5%) on other glycan species (Supporting Information Figure 2).
6590254	3	27	ass	evaluated	403:411	arg1	ability	423:429	their ability to modulate glycosylation profiles of recombinant monoclonal antibodies produced in Chinese hamster ovary cells	417:541	their ability to modulate glycosylation profiles of recombinant monoclonal antibodies produced in Chinese hamster ovary cells	417:541	In this study, a variety of compounds were evaluated for their ability to modulate glycosylation profiles of recombinant monoclonal antibodies produced in Chinese hamster ovary cells.
6590254	3	27	ass	evaluated	403:411	arg0	variety	377:383	a variety	375:383	a variety of compounds	375:396	In this study, a variety of compounds were evaluated for their ability to modulate glycosylation profiles of recombinant monoclonal antibodies produced in Chinese hamster ovary cells.
6590254	70	28	ass	impact	11415:11420	arg0	mAb1	11467:11470	the mAb1	11463:11470	the mAb1 in the CHO K1 cell line	11463:11494	Their impact on the glycan species, IVC, and titer of the mAb1 in the CHO K1 cell line was analyzed (Figure 5).
6590254	70	28	ass	impact	11415:11420	arg1	species	11436:11442	the glycan species	11425:11442	the glycan species	11425:11442	Their impact on the glycan species, IVC, and titer of the mAb1 in the CHO K1 cell line was analyzed (Figure 5).
6590254	26	29	reg	produced	4317:4324	arg0	Addition	4225:4232	Addition	4225:4232	Addition of 1.3 mM of the glucosidase inhibitor castanospermine in both small-scale systems	4225:4315	Addition of 1.3 mM of the glucosidase inhibitor castanospermine in both small-scale systems produced one large unknown peak in the CGE-LIF analysis (50.5% for ST and 52.8% for the ambr 15).
6590254	26	29	reg	produced	4317:4324	arg1	peak	4344:4347	one large unknown peak	4326:4347	one large unknown peak in the CGE-LIF analysis (50.5% for ST and 52.8% for the ambr 15)	4326:4412	Addition of 1.3 mM of the glucosidase inhibitor castanospermine in both small-scale systems produced one large unknown peak in the CGE-LIF analysis (50.5% for ST and 52.8% for the ambr 15).
6590254	77	30	ass	mediated	12540:12547	arg0	uridine	12552:12558	uridine	12552:12558	uridine	12552:12558	This clone-dependent effect mediated by uridine might be linked to a low abundance of nucleotide precursors uridine triphosphate and uridine diphosphate (UDP), which are essential to regulate cellular functions, such as proliferation rate and cell cycle.
6590254	77	30	ass	mediated	12540:12547	arg1	effect	12533:12538	This clone-dependent effect	12512:12538	This clone-dependent effect mediated by uridine	12512:12558	This clone-dependent effect mediated by uridine might be linked to a low abundance of nucleotide precursors uridine triphosphate and uridine diphosphate (UDP), which are essential to regulate cellular functions, such as proliferation rate and cell cycle.
6590254	78	31	reg	inhibitor	12935:12943	arg0	inhibitor	12935:12943	a potent inhibitor	12926:12943	a potent inhibitor of IVC and mAb production (Grainger & James, 2013)	12926:12994	The total cumulative concentration of uridine added to the medium in this study was 6.5 mM and was thus lower than the concentration of 10 mM, shown to act as a potent inhibitor of IVC and mAb production (Grainger & James, 2013).
6590254	78	31	reg	inhibitor	12935:12943	arg1	IVC	12948:12950	IVC	12948:12950	IVC	12948:12950	The total cumulative concentration of uridine added to the medium in this study was 6.5 mM and was thus lower than the concentration of 10 mM, shown to act as a potent inhibitor of IVC and mAb production (Grainger & James, 2013).
6590254	78	31	reg	inhibitor	12935:12943	arg1	production	12960:12969	mAb production	12956:12969	mAb production	12956:12969	The total cumulative concentration of uridine added to the medium in this study was 6.5 mM and was thus lower than the concentration of 10 mM, shown to act as a potent inhibitor of IVC and mAb production (Grainger & James, 2013).
6590254	100	32	reg	result	16870:16875	arg0	activity	16894:16901	the sialidase activity	16880:16901	the sialidase activity	16880:16901	Because DANA is a known sialidase inhibitor, our results suggest that the lower sialylation level observed after D10 is unlikely to be the result of the sialidase activity.
6590254	100	32	reg	result	16870:16875	arg1	result	16870:16875	the result	16866:16875	the result of the sialidase activity	16866:16901	Because DANA is a known sialidase inhibitor, our results suggest that the lower sialylation level observed after D10 is unlikely to be the result of the sialidase activity.
6590254	100	32	reg	result	16870:16875	arg1	level	16823:16827	the lower sialylation level	16801:16827	the lower sialylation level observed after D10	16801:16846	Because DANA is a known sialidase inhibitor, our results suggest that the lower sialylation level observed after D10 is unlikely to be the result of the sialidase activity.
6590254	94	33	inv	effect	15812:15817	arg0	supplementation	15822:15836	supplementation	15822:15836	supplementation	15822:15836	To provide an overview of the quantitative effect of supplementation on sialylation, the increase in absolute sialic acid amount per mole antibody was calculated in Figure 6c.
6590254	94	33	inv	effect	15812:15817	arg1	sialylation	15841:15851	sialylation	15841:15851	sialylation	15841:15851	To provide an overview of the quantitative effect of supplementation on sialylation, the increase in absolute sialic acid amount per mole antibody was calculated in Figure 6c.
6590254	31	34	reg	increase	5204:5211	arg0	capacity	5192:5199	their capacity to increase mannosylation	5186:5225	their capacity to increase mannosylation	5186:5225	Compounds are ordered from lowest to highest according to their capacity to increase mannosylation.
6590254	31	34	reg	increase	5204:5211	arg0	their	5186:5190	their	5186:5190	their	5186:5190	Compounds are ordered from lowest to highest according to their capacity to increase mannosylation.
6590254	31	34	reg	increase	5204:5211	arg1	mannosylation	5213:5225	mannosylation	5213:5225	mannosylation	5213:5225	Compounds are ordered from lowest to highest according to their capacity to increase mannosylation.
6590254	32	35	reg	ability	5327:5333	arg0	Kifunensine	5228:5238	Kifunensine	5228:5238	Kifunensine	5228:5238	Kifunensine, which was applied in ST at a concentration of 15 muM in the feed, showed the greatest ability to increase total mannosylated species (+85.8%), with the largest increase being Man9 (+58.4%).
6590254	32	35	reg	ability	5327:5333	arg1	increase	5338:5345	increase	5338:5345	to increase total mannosylated species (+85.8%)	5335:5381	Kifunensine, which was applied in ST at a concentration of 15 muM in the feed, showed the greatest ability to increase total mannosylated species (+85.8%), with the largest increase being Man9 (+58.4%).
6590254	62	36	reg	reducing	10421:10428	arg0	Supplementation	10328:10342	Supplementation	10328:10342	Supplementation with the fucosyltransferase inhibitor Reactive Red 120	10328:10397	Supplementation with the fucosyltransferase inhibitor Reactive Red 120 was not successful in reducing fucosylation even at high concentrations (500 microM), which instead resulted in early cell death on Day 13 (data not shown).
6590254	62	36	reg	reducing	10421:10428	arg1	fucosylation	10430:10441	fucosylation	10430:10441	fucosylation	10430:10441	Supplementation with the fucosyltransferase inhibitor Reactive Red 120 was not successful in reducing fucosylation even at high concentrations (500 microM), which instead resulted in early cell death on Day 13 (data not shown).
6590254	102	37	ass	seen	17216:17219	arg1	increase	17207:17214	the increase	17203:17214	the increase seen for CuCl2	17203:17229	Whereas the increase in sialylation because of dexamethasone treatment can clearly be correlated with a decrease in Qp (R2 = -0.84), the increase seen for CuCl2 was clearly not linked to Qp, suggesting different mechanisms underlying the observed increase in sialylation.
6590254	102	37	ass	seen	17216:17219	arg0	CuCl2	17225:17229	CuCl2	17225:17229	CuCl2	17225:17229	Whereas the increase in sialylation because of dexamethasone treatment can clearly be correlated with a decrease in Qp (R2 = -0.84), the increase seen for CuCl2 was clearly not linked to Qp, suggesting different mechanisms underlying the observed increase in sialylation.
