doc_id	sent_index	relation_id	relation	trigger	trigger_offset	arg_num	arg_head	arg_head_offset	arg_base_np	arg_base_np_offset	arg_np	arg_np_offset	sent_text
chapter	276	5	ass	vary	39372:39375	arg1	conditions	39454:39463	the cultural conditions	39441:39463	the cultural conditions	39441:39463	For glycoproteins produced in cell culture, the glycan profile may vary with the host cell line or even the particular cell clone used, the cultural conditions, and the cells' metabolic state.
chapter	73	6	ass	seen	9599:9602	arg1	O-glycans	9589:9597	The O-glycans	9585:9597	The O-glycans seen in recombinant proteins	9585:9626	The O-glycans seen in recombinant proteins are mostly of the mucin-type structure with an N-acetylgalactosamine (GalNAc) as the first sugar.
chapter	73	6	ass	seen	9599:9602	arg0	proteins	9619:9626	recombinant proteins	9607:9626	recombinant proteins	9607:9626	The O-glycans seen in recombinant proteins are mostly of the mucin-type structure with an N-acetylgalactosamine (GalNAc) as the first sugar.
chapter	5	7	inv	needed	658:663	arg0	transporters	641:652	No transporters	638:652	No transporters	638:652	No transporters are needed for the transport of the backbone glycan; rather, a flippase catalyzes their translocation into the ER lumen.
chapter	5	7	inv	needed	658:663	arg1	transport	673:681	the transport	669:681	the transport of the backbone glycan	669:704	No transporters are needed for the transport of the backbone glycan; rather, a flippase catalyzes their translocation into the ER lumen.
chapter	110	8	inv	affect	15309:15314	arg1	structure	15388:15396	a foreign glycan structure	15371:15396	a foreign glycan structure	15371:15396	There are at least two mechanisms by which glycans on a protein may affect the immunogenicity of a human therapeutic: 1) by being a foreign glycan structure, or 2) by shielding a segment of the protein that is otherwise antibody inductive.
chapter	110	8	inv	affect	15309:15314	arg1	immunogenicity	15320:15333	the immunogenicity	15316:15333	the immunogenicity of a human therapeutic	15316:15356	There are at least two mechanisms by which glycans on a protein may affect the immunogenicity of a human therapeutic: 1) by being a foreign glycan structure, or 2) by shielding a segment of the protein that is otherwise antibody inductive.
chapter	110	8	inv	affect	15309:15314	arg0	glycans	15284:15290	glycans	15284:15290	glycans on a protein	15284:15303	There are at least two mechanisms by which glycans on a protein may affect the immunogenicity of a human therapeutic: 1) by being a foreign glycan structure, or 2) by shielding a segment of the protein that is otherwise antibody inductive.
chapter	281	9	reg	cause	40164:40168	arg1	differences	40176:40186	small differences	40170:40186	small differences in their motility	40170:40204	Glycan assays The presence of glycans of different compositions and sizes on protein molecules cause small differences in their motility through gels in electrophoresis (Panel 4.7).
chapter	281	9	reg	cause	40164:40168	arg0	sizes	40137:40141	sizes	40137:40141	sizes	40137:40141	Glycan assays The presence of glycans of different compositions and sizes on protein molecules cause small differences in their motility through gels in electrophoresis (Panel 4.7).
chapter	281	9	reg	cause	40164:40168	arg0	assays	40076:40081	Glycan assays	40069:40081	Glycan assays	40069:40081	Glycan assays The presence of glycans of different compositions and sizes on protein molecules cause small differences in their motility through gels in electrophoresis (Panel 4.7).
chapter	160	10	ass	released	23087:23094	arg0	cells	23106:23110	dead cells	23101:23110	dead cells	23101:23110	Under more extreme culture conditions, the secreted product may be subject to chemical modifications as well as enzymatic modifications caused by enzymes released from dead cells.
chapter	160	10	ass	released	23087:23094	arg1	enzymes	23079:23085	enzymes	23079:23085	enzymes released from dead cells	23079:23110	Under more extreme culture conditions, the secreted product may be subject to chemical modifications as well as enzymatic modifications caused by enzymes released from dead cells.
chapter	117	11	ass	derived	16395:16401	arg0	tissues	16418:16424	different tissues	16408:16424	different tissues	16408:16424	Furthermore, the expression pattern of glycosylation genes in different tissues or in cells derived from different tissues is often different.
chapter	117	11	ass	derived	16395:16401	arg1	cells	16389:16393	cells	16389:16393	cells derived from different tissues	16389:16424	Furthermore, the expression pattern of glycosylation genes in different tissues or in cells derived from different tissues is often different.
chapter	152	12	reg	have	21979:21982	arg0	product	21966:21972	the product	21962:21972	the product	21962:21972	Inevitably, the product will have some contaminants, which must also fall within a set limit.
chapter	152	12	reg	have	21979:21982	arg1	contaminants	21989:22000	some contaminants	21984:22000	some contaminants	21984:22000	Inevitably, the product will have some contaminants, which must also fall within a set limit.
chapter	135	13	ass	influences	19789:19798	arg1	glycosylation	19818:19830	glycosylation	19818:19830	glycosylation	19818:19830	Through interconnected pathways, the central corridor of energy metabolism also influences the synthesis and glycosylation of the product proteins.
chapter	135	13	ass	influences	19789:19798	arg1	synthesis	19804:19812	synthesis	19804:19812	synthesis	19804:19812	Through interconnected pathways, the central corridor of energy metabolism also influences the synthesis and glycosylation of the product proteins.
chapter	135	13	ass	influences	19789:19798	arg0	corridor	19754:19761	the central corridor	19742:19761	the central corridor of energy metabolism	19742:19782	Through interconnected pathways, the central corridor of energy metabolism also influences the synthesis and glycosylation of the product proteins.
chapter	3	14	reg	linked	428:433	arg1	glycan	418:423	The glycan	414:423	The glycan	414:423	The glycan is linked to a membrane-anchored dolichol carrier through a pyrophosphate group.
chapter	3	14	reg	linked	428:433	arg0	group	499:503	a pyrophosphate group	483:503	a pyrophosphate group	483:503	The glycan is linked to a membrane-anchored dolichol carrier through a pyrophosphate group.
chapter	295	15	reg	alters	42153:42158	arg1	structure	42170:42178	the sugar structure	42160:42178	the sugar structure	42160:42178	Chemical treatment can release these glycans, but it also alters the sugar structure, making it difficult to label and increase the sensitivity of detection.
chapter	295	15	reg	alters	42153:42158	arg0	it	42145:42146	it	42145:42146	it	42145:42146	Chemical treatment can release these glycans, but it also alters the sugar structure, making it difficult to label and increase the sensitivity of detection.
chapter	241	16	inv	affected	34254:34261	arg0	structure	34338:34346	its threedimensional structure	34317:34346	its threedimensional structure	34317:34346	The absorption spectra of a protein in circular dichroism spectroscopy is affected not only by its α-helix and β-sheet content, but also its threedimensional structure.
chapter	241	16	inv	affected	34254:34261	arg1	spectra	34195:34201	The absorption spectra	34180:34201	The absorption spectra of a protein in circular dichroism spectroscopy	34180:34249	The absorption spectra of a protein in circular dichroism spectroscopy is affected not only by its α-helix and β-sheet content, but also its threedimensional structure.
chapter	241	16	inv	affected	34254:34261	arg0	content	34299:34305	its α-helix and β-sheet content	34275:34305	its α-helix and β-sheet content	34275:34305	The absorption spectra of a protein in circular dichroism spectroscopy is affected not only by its α-helix and β-sheet content, but also its threedimensional structure.
chapter	2	17	reg	enhance	226:232	arg1	capacity	238:245	our capacity to manipulate cell metabolism	234:275	our capacity to manipulate cell metabolism	234:275	Global views at a systemic level will significantly enhance our capacity to manipulate cell metabolism and thus increase productivity and product quality    The assembly of the high mannose backbone starts on the outside surface of the ER.
chapter	2	17	reg	enhance	226:232	arg0	views	181:185	Global views	174:185	Global views at a systemic level	174:205	Global views at a systemic level will significantly enhance our capacity to manipulate cell metabolism and thus increase productivity and product quality    The assembly of the high mannose backbone starts on the outside surface of the ER.
chapter	55	18	ass	varies	7157:7162	arg1	enzymes	7211:7217	the earlier enzymes	7199:7217	the earlier enzymes more enriched in the early compartment and vice versa	7199:7271	The glycosyltransferase composition varies among different compartments, with the earlier enzymes more enriched in the early compartment and vice versa.
chapter	55	18	ass	varies	7157:7162	arg0	composition	7145:7155	The glycosyltransferase composition	7121:7155	The glycosyltransferase composition	7121:7155	The glycosyltransferase composition varies among different compartments, with the earlier enzymes more enriched in the early compartment and vice versa.
chapter	118	19	ass	derived	16457:16463	arg0	tissues	16506:16512	different tissues	16496:16512	different tissues	16496:16512	Host cells derived from different species or from different tissues may produce recombinant proteins with different glycosylation patterns.
chapter	118	19	ass	derived	16457:16463	arg1	cells	16451:16455	Host cells	16446:16455	Host cells derived from different species or from different tissues	16446:16512	Host cells derived from different species or from different tissues may produce recombinant proteins with different glycosylation patterns.
chapter	118	19	ass	derived	16457:16463	arg0	species	16480:16486	different species	16470:16486	different species	16470:16486	Host cells derived from different species or from different tissues may produce recombinant proteins with different glycosylation patterns.
chapter	83	20	ass	effect	11030:11035	arg0	domain	11048:11053	protein domain	11040:11053	protein domain	11040:11053	The addition and extension of different glycans is also affected by the protein domain structure, although our knowledge with respect to the effect of protein domain on glycosylation is still rather limited.
chapter	83	20	ass	effect	11030:11035	arg1	glycosylation	11058:11070	glycosylation	11058:11070	glycosylation	11058:11070	The addition and extension of different glycans is also affected by the protein domain structure, although our knowledge with respect to the effect of protein domain on glycosylation is still rather limited.
chapter	254	21	reg	have	35909:35912	arg0	some	35899:35902	some	35899:35902	some	35899:35902	Additionally, the contaminating host proteins may include some that have enzymatic activities or are prone to spontaneous chemical modification that, when present in the final drug product over a long period of time, may cause a change in product quality.
chapter	254	21	reg	have	35909:35912	arg1	activities	35924:35933	enzymatic activities	35914:35933	enzymatic activities	35914:35933	Additionally, the contaminating host proteins may include some that have enzymatic activities or are prone to spontaneous chemical modification that, when present in the final drug product over a long period of time, may cause a change in product quality.
chapter	234	22	inv	effects	33220:33226	arg1	activity	33270:33277	the functional activity	33255:33277	the functional activity of the protein	33255:33292	Conversely, the effects of an amino acid change on the functional activity of the protein is dependent on the site of the amino acid change and its effect on the higher order of protein structure.
chapter	234	22	inv	effects	33220:33226	arg0	change	33245:33250	an amino acid change	33231:33250	an amino acid change	33231:33250	Conversely, the effects of an amino acid change on the functional activity of the protein is dependent on the site of the amino acid change and its effect on the higher order of protein structure.
chapter	222	23	reg	generates	31704:31712	arg1	fragments	31718:31726	two fragments	31714:31726	two fragments	31714:31726	Since each fragmentation event breaks a peptide bond and generates two fragments, one on the N-side (y-ion) and one on the C-side (b-ion), these y-and b-ions bear m/z values that are characteristic of the fragmentation pattern of the corresponding peptide.
chapter	222	23	reg	generates	31704:31712	arg0	event	31672:31676	each fragmentation event	31653:31676	each fragmentation event	31653:31676	Since each fragmentation event breaks a peptide bond and generates two fragments, one on the N-side (y-ion) and one on the C-side (b-ion), these y-and b-ions bear m/z values that are characteristic of the fragmentation pattern of the corresponding peptide.
chapter	222	23	reg	generates	31704:31712	arg1	one	31759:31761	one	31759:31761	one	31759:31761	Since each fragmentation event breaks a peptide bond and generates two fragments, one on the N-side (y-ion) and one on the C-side (b-ion), these y-and b-ions bear m/z values that are characteristic of the fragmentation pattern of the corresponding peptide.
chapter	222	23	reg	generates	31704:31712	arg1	one	31729:31731	one	31729:31731	one	31729:31731	Since each fragmentation event breaks a peptide bond and generates two fragments, one on the N-side (y-ion) and one on the C-side (b-ion), these y-and b-ions bear m/z values that are characteristic of the fragmentation pattern of the corresponding peptide.
chapter	172	24	reg	maintaining	25179:25189	arg0	importance	25165:25174	the importance	25161:25174	the importance of maintaining consistent product quality throughout the entire life cycle of the product	25161:25264	The last section emphasizes the importance of maintaining consistent product quality throughout the entire life cycle of the product.
chapter	172	24	reg	maintaining	25179:25189	arg1	quality	25210:25216	consistent product quality	25191:25216	consistent product quality	25191:25216	The last section emphasizes the importance of maintaining consistent product quality throughout the entire life cycle of the product.
chapter	108	25	ass	elicited	14898:14905	arg1	antibody	14889:14896	An antibody	14886:14896	An antibody elicited by and against the protein therapeutic	14886:14944	An antibody elicited by and against the protein therapeutic can result in neutralization of the therapeutic protein and may result in an unintended drop in efficacy, thus causing serious adverse clinical effects.
chapter	108	25	ass	elicited	14898:14905	arg0	protein	14926:14932	the protein therapeutic	14922:14944	the protein therapeutic	14922:14944	An antibody elicited by and against the protein therapeutic can result in neutralization of the therapeutic protein and may result in an unintended drop in efficacy, thus causing serious adverse clinical effects.
chapter	108	25	ass	elicited	14898:14905	arg0	and	14910:14912	and	14910:14912	and	14910:14912	An antibody elicited by and against the protein therapeutic can result in neutralization of the therapeutic protein and may result in an unintended drop in efficacy, thus causing serious adverse clinical effects.
chapter	265	26	reg	caused	37768:37773	arg0	variability	37808:37818	the cells' protein processing variability	37778:37818	the cells' protein processing variability	37778:37818	In addition to the variants caused by the cells' protein processing variability, structural variants may also arise non-enzymatically after proteins are secreted into the culture medium, or occur in the course of downstream product recovery.
chapter	265	26	reg	caused	37768:37773	arg1	variants	37759:37766	the variants	37755:37766	the variants caused by the cells' protein processing variability	37755:37818	In addition to the variants caused by the cells' protein processing variability, structural variants may also arise non-enzymatically after proteins are secreted into the culture medium, or occur in the course of downstream product recovery.
chapter	46	27	reg	lead	5912:5915	arg0	reactions	5815:5823	the reactions	5811:5823	the reactions of adding sugars to different branches of the glycan	5811:5876	However, in other cases, the reactions of adding sugars to different branches of the glycan may occur in different orders but lead to the same product.
chapter	46	27	reg	lead	5912:5915	arg1	product	5929:5935	the same product	5920:5935	the same product	5920:5935	However, in other cases, the reactions of adding sugars to different branches of the glycan may occur in different orders but lead to the same product.
chapter	236	28	inv	important	33583:33591	arg0	it	33577:33578	it	33577:33578	it	33577:33578	In the comparative study of biosimilar protein therapeutics, it is important to demonstrate that the higher-order structure of the biosimilar is the same as the innovator drug.
chapter	236	28	inv	important	33583:33591	arg1	study	33535:33539	the comparative study	33519:33539	the comparative study of biosimilar protein therapeutics	33519:33574	In the comparative study of biosimilar protein therapeutics, it is important to demonstrate that the higher-order structure of the biosimilar is the same as the innovator drug.
chapter	20	29	reg	exported	2535:2542	arg1	they	2526:2529	they	2526:2529	they	2526:2529	Trimming of the mannose then serves as the signal to divert the unfolded molecules to the ER disposal system, through which they are exported to a proteasome for degradation.
chapter	20	29	reg	exported	2535:2542	arg0	system	2504:2509	the ER disposal system	2488:2509	the ER disposal system	2488:2509	Trimming of the mannose then serves as the signal to divert the unfolded molecules to the ER disposal system, through which they are exported to a proteasome for degradation.
chapter	28	30	inv	involved	3616:3623	arg0	glycosyltransferases	3591:3610	Different glycosyltransferases	3581:3610	Different glycosyltransferases	3581:3610	Different glycosyltransferases are involved in these reactions.
chapter	28	30	inv	involved	3616:3623	arg1	reactions	3634:3642	these reactions	3628:3642	these reactions	3628:3642	Different glycosyltransferases are involved in these reactions.
chapter	289	31	reg	achieved	41376:41383	arg0	treatment	41395:41403	a treatment	41393:41403	a treatment with enzyme peptide-N-glycosidase F (PNGase F)	41393:41450	For N-glycans, the cleavage of the glycan is achieved through a treatment with enzyme peptide-N-glycosidase F (PNGase F).
chapter	289	31	reg	achieved	41376:41383	arg1	cleavage	41350:41357	the cleavage	41346:41357	the cleavage of the glycan	41346:41371	For N-glycans, the cleavage of the glycan is achieved through a treatment with enzyme peptide-N-glycosidase F (PNGase F).
chapter	276	32	ass	produced	39323:39330	arg0	culture	39340:39346	cell culture	39335:39346	cell culture	39335:39346	For glycoproteins produced in cell culture, the glycan profile may vary with the host cell line or even the particular cell clone used, the cultural conditions, and the cells' metabolic state.
chapter	276	32	ass	produced	39323:39330	arg1	glycoproteins	39309:39321	glycoproteins	39309:39321	glycoproteins produced in cell culture	39309:39346	For glycoproteins produced in cell culture, the glycan profile may vary with the host cell line or even the particular cell clone used, the cultural conditions, and the cells' metabolic state.
chapter	2	33	reg	capacity	238:245	arg1	manipulate	250:259	manipulate	250:259	to manipulate cell metabolism	247:275	Global views at a systemic level will significantly enhance our capacity to manipulate cell metabolism and thus increase productivity and product quality    The assembly of the high mannose backbone starts on the outside surface of the ER.
chapter	2	33	reg	capacity	238:245	arg0	views	181:185	Global views	174:185	Global views at a systemic level	174:205	Global views at a systemic level will significantly enhance our capacity to manipulate cell metabolism and thus increase productivity and product quality    The assembly of the high mannose backbone starts on the outside surface of the ER.
chapter	49	34	reg	increasing	6277:6286	arg1	diversity	6299:6307	structural diversity	6288:6307	structural diversity	6288:6307	The enzyme fucosyltransferase has the opposite effect of increasing structural diversity; it adds a fucose to the base sugar (GlcNAc), thus making two versions of most glycans, fucosylated or unfucosylated.
chapter	49	34	reg	increasing	6277:6286	arg0	effect	6267:6272	the opposite effect	6254:6272	the opposite effect of increasing structural diversity	6254:6307	The enzyme fucosyltransferase has the opposite effect of increasing structural diversity; it adds a fucose to the base sugar (GlcNAc), thus making two versions of most glycans, fucosylated or unfucosylated.
chapter	70	35	ass	linked	9247:9252	arg1	xylose	9330:9335	xylose	9330:9335	xylose	9330:9335	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	70	35	ass	linked	9247:9252	arg0	OHgroups	9207:9214	The OHgroups	9203:9214	The OHgroups of serine and threonine	9203:9238	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	70	35	ass	linked	9247:9252	arg1	glucose	9257:9263	glucose	9257:9263	glucose	9257:9263	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	70	35	ass	linked	9247:9252	arg1	mannose	9341:9347	mannose	9341:9347	mannose	9341:9347	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	70	35	ass	linked	9247:9252	arg1	galactosamine	9307:9319	N-acetyl galactosamine	9298:9319	N-acetyl galactosamine	9298:9319	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	70	35	ass	linked	9247:9252	arg1	N-acetylglucosamine	9266:9284	N-acetylglucosamine	9266:9284	N-acetylglucosamine	9266:9284	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	70	35	ass	linked	9247:9252	arg1	fucose	9322:9327	fucose	9322:9327	fucose	9322:9327	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	70	35	ass	linked	9247:9252	arg1	galactose	9287:9295	galactose	9287:9295	galactose	9287:9295	The OHgroups of serine and threonine can be linked to glucose, N-acetylglucosamine, galactose, N-acetyl galactosamine, fucose, xylose, or mannose.
chapter	31	36	ass	provides	4038:4045	arg1	group	4058:4062	a hydroxyl group	4047:4062	a hydroxyl group for forming the glycosidic bond	4047:4094	The incoming monosaccharide provides the activated carbonyl group (by linking to a nucleotide), and the receiving carbohydrate moiety on the growing glycan on the protein provides a hydroxyl group for forming the glycosidic bond.
chapter	31	36	ass	provides	4038:4045	arg0	moiety	3994:3999	the receiving carbohydrate moiety	3967:3999	the receiving carbohydrate moiety on the growing glycan on the protein	3967:4036	The incoming monosaccharide provides the activated carbonyl group (by linking to a nucleotide), and the receiving carbohydrate moiety on the growing glycan on the protein provides a hydroxyl group for forming the glycosidic bond.
chapter	300	37	ass	involved	42671:42678	arg0	O-glycosylation	42683:42697	O-glycosylation	42683:42697	O-glycosylation	42683:42697	Some expressed proteins in CHO cells are O-glycosylated, but, despite the large repertoire of enzymes involved in O-glycosylation, the number expressed in CHO cells is relatively small and the corresponding O-glycans are less structurally complex.
chapter	300	37	ass	involved	42671:42678	arg1	enzymes	42663:42669	enzymes	42663:42669	enzymes involved in O-glycosylation	42663:42697	Some expressed proteins in CHO cells are O-glycosylated, but, despite the large repertoire of enzymes involved in O-glycosylation, the number expressed in CHO cells is relatively small and the corresponding O-glycans are less structurally complex.
chapter	136	38	inv	contribute	19978:19987	arg1	inhibition	19999:20008	growth inhibition	19992:20008	growth inhibition	19992:20008	The excessive consumption of glucose and glutamine and the corresponding accumulation of lactate and ammonium in culture contribute to growth inhibition and low productivity.
chapter	136	38	inv	contribute	19978:19987	arg1	productivity	20018:20029	low productivity	20014:20029	low productivity	20014:20029	The excessive consumption of glucose and glutamine and the corresponding accumulation of lactate and ammonium in culture contribute to growth inhibition and low productivity.
chapter	136	38	inv	contribute	19978:19987	arg0	consumption	19871:19881	The excessive consumption	19857:19881	The excessive consumption of glucose and glutamine	19857:19906	The excessive consumption of glucose and glutamine and the corresponding accumulation of lactate and ammonium in culture contribute to growth inhibition and low productivity.
chapter	136	38	inv	contribute	19978:19987	arg0	accumulation	19930:19941	the corresponding accumulation	19912:19941	the corresponding accumulation of lactate and ammonium in culture	19912:19976	The excessive consumption of glucose and glutamine and the corresponding accumulation of lactate and ammonium in culture contribute to growth inhibition and low productivity.
chapter	124	39	reg	have	17101:17104	arg0	glycoproteins	17064:17076	glycoproteins	17064:17076	glycoproteins expressed in CHO cells	17064:17099	Similarly, glycoproteins expressed in CHO cells have only terminal α(2,3)-linked sialic acids, in contrast to α(2,6) and α(2,3) seen in humans, due to the near absence of expression of 2,6-sialyltransferase in CHO cells.
chapter	124	39	reg	have	17101:17104	arg1	acids	17141:17145	only terminal α(2,3)-linked sialic acids	17106:17145	only terminal α(2,3)-linked sialic acids	17106:17145	Similarly, glycoproteins expressed in CHO cells have only terminal α(2,3)-linked sialic acids, in contrast to α(2,6) and α(2,3) seen in humans, due to the near absence of expression of 2,6-sialyltransferase in CHO cells.
chapter	108	40	reg	result	14950:14955	arg0	antibody	14889:14896	An antibody	14886:14896	An antibody elicited by and against the protein therapeutic	14886:14944	An antibody elicited by and against the protein therapeutic can result in neutralization of the therapeutic protein and may result in an unintended drop in efficacy, thus causing serious adverse clinical effects.
chapter	108	40	reg	result	14950:14955	arg1	neutralization	14960:14973	neutralization	14960:14973	neutralization of the therapeutic protein	14960:15000	An antibody elicited by and against the protein therapeutic can result in neutralization of the therapeutic protein and may result in an unintended drop in efficacy, thus causing serious adverse clinical effects.
chapter	279	41	inv	affected	39781:39788	arg1	profile	39747:39753	The final glycan profile	39730:39753	The final glycan profile of the product	39730:39768	The final glycan profile of the product is further affected by the isolation and purification process, as the selectivity of proteins with different types of glycans may differ across separation unit operations.
chapter	279	41	inv	affected	39781:39788	arg0	process	39824:39830	the isolation and purification process	39793:39830	the isolation and purification process	39793:39830	The final glycan profile of the product is further affected by the isolation and purification process, as the selectivity of proteins with different types of glycans may differ across separation unit operations.
chapter	234	42	reg	dependent	33297:33305	arg0	effect	33352:33357	its effect	33348:33357	its effect on the higher order of protein structure	33348:33398	Conversely, the effects of an amino acid change on the functional activity of the protein is dependent on the site of the amino acid change and its effect on the higher order of protein structure.
chapter	234	42	reg	dependent	33297:33305	arg0	site	33314:33317	the site	33310:33317	the site of the amino acid change	33310:33342	Conversely, the effects of an amino acid change on the functional activity of the protein is dependent on the site of the amino acid change and its effect on the higher order of protein structure.
chapter	234	42	reg	dependent	33297:33305	arg1	effects	33220:33226	the effects	33216:33226	the effects of an amino acid change on the functional activity of the protein	33216:33292	Conversely, the effects of an amino acid change on the functional activity of the protein is dependent on the site of the amino acid change and its effect on the higher order of protein structure.
chapter	0	43	inv	influence	12:20	arg0	iology	0:5	iology	0:5	iology that influence both productivity and product quality	0:58	iology that influence both productivity and product quality.
chapter	0	43	inv	influence	12:20	arg1	productivity	27:38	productivity	27:38	productivity	27:38	iology that influence both productivity and product quality.
chapter	0	43	inv	influence	12:20	arg1	quality	52:58	product quality	44:58	product quality	44:58	iology that influence both productivity and product quality.
chapter	128	44	inv	affect	18483:18488	arg0	factors	18475:18481	Many factors	18470:18481	Many factors	18470:18481	Many factors affect the glycosylation pattern of the product, including the expression pattern of glycosylation enzymes in the cell line, the nucleotide sugar supply, the cultivation conditions, and the metabolic state of the cells.
chapter	128	44	inv	affect	18483:18488	arg1	pattern	18508:18514	the glycosylation pattern	18490:18514	the glycosylation pattern	18490:18514	Many factors affect the glycosylation pattern of the product, including the expression pattern of glycosylation enzymes in the cell line, the nucleotide sugar supply, the cultivation conditions, and the metabolic state of the cells.
chapter	47	45	reg	suppresses	6108:6117	arg0	addition	6008:6015	the addition	6004:6015	the addition of GlcNAc to the base mannose (catalyzed by N-acetylglucosaminyltransferase III (GnT-III))	6004:6106	In the extension of the first layer GlcNAc to the 3-mannose core, the addition of GlcNAc to the base mannose (catalyzed by N-acetylglucosaminyltransferase III (GnT-III)) suppresses further extension of the glycan.
chapter	47	45	reg	suppresses	6108:6117	arg1	extension	6127:6135	further extension	6119:6135	further extension of the glycan	6119:6149	In the extension of the first layer GlcNAc to the 3-mannose core, the addition of GlcNAc to the base mannose (catalyzed by N-acetylglucosaminyltransferase III (GnT-III)) suppresses further extension of the glycan.
chapter	250	46	ass	secreted	35364:35371	arg0	cells	35381:35385	host cells	35376:35385	host cells	35376:35385	The amount of native proteins secreted by host cells into the culture supernatant is small.
chapter	250	46	ass	secreted	35364:35371	arg0	supernatant	35404:35414	the culture supernatant	35392:35414	the culture supernatant	35392:35414	The amount of native proteins secreted by host cells into the culture supernatant is small.
chapter	250	46	ass	secreted	35364:35371	arg1	proteins	35355:35362	native proteins	35348:35362	native proteins secreted by host cells into the culture supernatant	35348:35414	The amount of native proteins secreted by host cells into the culture supernatant is small.
