doc_id	sent_index	relation_id	relation	trigger	trigger_offset	arg_num	arg_head	arg_head_offset	arg_base_np	arg_base_np_offset	arg_np	arg_np_offset	sent_text
chapter4	84	8	ass	developed	11232:11240	arg0	lysate	11254:11259	the lysate	11250:11259	the lysate of the host cell culture	11250:11284	A common analytical method relies on immunoassays, like ELISA, using the antiserum developed against the lysate of the host cell culture.
chapter4	251	9	reg	planned	35430:35436	arg0	parameters	35339:35348	process parameters	35331:35348	process parameters	35331:35348	Design Space The multidimensional combination and interaction of input variables and process parameters that have been demonstrated to provide assurance of quality  Control Strategy A planned set of controls, derived from current product and process understandings, that ensures process performance and product quality product and drug substance that must be controlled within a bound in order to ensure the QTPP is met are identified.
chapter4	251	9	reg	planned	35430:35436	arg0	variables	35317:35325	input variables	35311:35325	input variables	35311:35325	Design Space The multidimensional combination and interaction of input variables and process parameters that have been demonstrated to provide assurance of quality  Control Strategy A planned set of controls, derived from current product and process understandings, that ensures process performance and product quality product and drug substance that must be controlled within a bound in order to ensure the QTPP is met are identified.
chapter4	251	9	reg	planned	35430:35436	arg1	set	35438:35440	A planned set	35428:35440	A planned set	35428:35440	Design Space The multidimensional combination and interaction of input variables and process parameters that have been demonstrated to provide assurance of quality  Control Strategy A planned set of controls, derived from current product and process understandings, that ensures process performance and product quality product and drug substance that must be controlled within a bound in order to ensure the QTPP is met are identified.
chapter4	417	10	inv	involved	60573:60580	arg0	CQAs	60559:60562	CQAs	60559:60562	CQAs	60559:60562	A table can be constructed that lists all the critical data of the CQAs and CPPs involved in each unit operation for better dissimilation of the information (Table 4 .7).
chapter4	417	10	inv	involved	60573:60580	arg1	operation	60595:60603	each unit operation	60585:60603	each unit operation	60585:60603	A table can be constructed that lists all the critical data of the CQAs and CPPs involved in each unit operation for better dissimilation of the information (Table 4 .7).
chapter4	128	11	ass	expressed	17723:17731	arg1	number	17716:17721	the number	17712:17721	the number expressed in CHO cells	17712:17744	Some expressed proteins in CHO cells are O-glycosylated, but, despite the large repertoire of enzymes involved in O-glycosylation, the number expressed in CHO cells is relatively small and the corresponding O-glycans are less structurally complex.
chapter4	128	11	ass	expressed	17723:17731	arg0	cells	17740:17744	CHO cells	17736:17744	CHO cells	17736:17744	Some expressed proteins in CHO cells are O-glycosylated, but, despite the large repertoire of enzymes involved in O-glycosylation, the number expressed in CHO cells is relatively small and the corresponding O-glycans are less structurally complex.
chapter4	286	12	reg	enhance	40605:40611	arg1	ADCC	40655:40658	ADCC	40655:40658	ADCC	40655:40658	For example, if the mechanism of a monoclonal antibody product is to block receptor sites, attributes that enhance antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC) may not be important for efficacy.
chapter4	286	12	reg	enhance	40605:40611	arg0	attributes	40589:40598	attributes	40589:40598	attributes that enhance antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC)	40589:40703	For example, if the mechanism of a monoclonal antibody product is to block receptor sites, attributes that enhance antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC) may not be important for efficacy.
chapter4	286	12	reg	enhance	40605:40611	arg1	cytotoxicity	40686:40697	complement-dependent cytotoxicity	40665:40697	complement-dependent cytotoxicity (CDC)	40665:40703	For example, if the mechanism of a monoclonal antibody product is to block receptor sites, attributes that enhance antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC) may not be important for efficacy.
chapter4	286	12	reg	enhance	40605:40611	arg1	cytotoxicity	40641:40652	antibody-dependent cellular cytotoxicity	40613:40652	antibody-dependent cellular cytotoxicity (ADCC)	40613:40659	For example, if the mechanism of a monoclonal antibody product is to block receptor sites, attributes that enhance antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC) may not be important for efficacy.
chapter4	286	12	reg	enhance	40605:40611	arg1	CDC	40700:40702	CDC	40700:40702	CDC	40700:40702	For example, if the mechanism of a monoclonal antibody product is to block receptor sites, attributes that enhance antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC) may not be important for efficacy.
chapter4	88	13	reg	have	11815:11818	arg0	majority	11781:11788	the vast majority	11772:11788	the vast majority of the protein molecules	11772:11813	In contrast, inhomogeneity may arise from the presence of a small fraction of molecules with variant structures, though the vast majority of the protein molecules have a "normal" structure, including primary, secondary, tertiary, and quaternary structures.
chapter4	88	13	reg	have	11815:11818	arg1	structure	11831:11839	a "normal" structure	11820:11839	a "normal" structure	11820:11839	In contrast, inhomogeneity may arise from the presence of a small fraction of molecules with variant structures, though the vast majority of the protein molecules have a "normal" structure, including primary, secondary, tertiary, and quaternary structures.
chapter4	365	14	ass	known	52738:52742	arg1	process	52730:52736	a process	52728:52736	a process known as knowledge management	52728:52766	Compiling, analyzing, storing, and disseminating the knowledge gained from all of the above, a process known as knowledge management, is critical to continued product quality enhancement (Panel 4.15).
chapter4	365	14	ass	known	52738:52742	arg1	knowledge	52688:52696	the knowledge	52684:52696	the knowledge gained from all of the above	52684:52725	Compiling, analyzing, storing, and disseminating the knowledge gained from all of the above, a process known as knowledge management, is critical to continued product quality enhancement (Panel 4.15).
chapter4	365	14	ass	known	52738:52742	arg0	process	52730:52736	a process	52728:52736	a process known as knowledge management	52728:52766	Compiling, analyzing, storing, and disseminating the knowledge gained from all of the above, a process known as knowledge management, is critical to continued product quality enhancement (Panel 4.15).
chapter4	365	14	ass	known	52738:52742	arg1	management	52757:52766	knowledge management	52747:52766	knowledge management	52747:52766	Compiling, analyzing, storing, and disseminating the knowledge gained from all of the above, a process known as knowledge management, is critical to continued product quality enhancement (Panel 4.15).
chapter4	365	14	ass	known	52738:52742	arg0	management	52757:52766	knowledge management	52747:52766	knowledge management	52747:52766	Compiling, analyzing, storing, and disseminating the knowledge gained from all of the above, a process known as knowledge management, is critical to continued product quality enhancement (Panel 4.15).
chapter4	373	14	reg	have	53982:53985	arg0	each	53964:53967	each	53964:53967	each	53964:53967	A manufacturing process, and each unit operation in the process, can be described in general terms as having two types of inputs, controlled and uncontrolled, and each of these can have multiple inputs.
chapter4	373	14	reg	have	53982:53985	arg1	inputs	53996:54001	multiple inputs	53987:54001	multiple inputs	53987:54001	A manufacturing process, and each unit operation in the process, can be described in general terms as having two types of inputs, controlled and uncontrolled, and each of these can have multiple inputs.
chapter4	251	15	ass	provide	35381:35387	arg1	assurance	35389:35397	assurance	35389:35397	assurance of quality  Control Strategy	35389:35426	Design Space The multidimensional combination and interaction of input variables and process parameters that have been demonstrated to provide assurance of quality  Control Strategy A planned set of controls, derived from current product and process understandings, that ensures process performance and product quality product and drug substance that must be controlled within a bound in order to ensure the QTPP is met are identified.
chapter4	251	15	ass	provide	35381:35387	arg0	set	35438:35440	A planned set	35428:35440	A planned set	35428:35440	Design Space The multidimensional combination and interaction of input variables and process parameters that have been demonstrated to provide assurance of quality  Control Strategy A planned set of controls, derived from current product and process understandings, that ensures process performance and product quality product and drug substance that must be controlled within a bound in order to ensure the QTPP is met are identified.
chapter4	275	16	ass	impact	39096:39101	arg1	QTPP	39107:39110	the QTPP	39103:39110	the QTPP	39103:39110	Hence the propensity of the drug product to aggregate, and the level of charge variants will likely impact the QTPP.
chapter4	275	16	ass	impact	39096:39101	arg0	propensity	39006:39015	the propensity	39002:39015	the propensity of the drug product to aggregate	39002:39048	Hence the propensity of the drug product to aggregate, and the level of charge variants will likely impact the QTPP.
chapter4	275	16	ass	impact	39096:39101	arg0	level	39059:39063	the level	39055:39063	the level of charge variants	39055:39082	Hence the propensity of the drug product to aggregate, and the level of charge variants will likely impact the QTPP.
chapter4	81	17	reg	have	10641:10644	arg0	some	10631:10634	some	10631:10634	some	10631:10634	Additionally, the contaminating host proteins may include some that have enzymatic activities or are prone to spontaneous chemical modification that, when present in the final drug product over a long period of time, may cause a change in product quality.
chapter4	81	17	reg	have	10641:10644	arg1	activities	10656:10665	enzymatic activities	10646:10665	enzymatic activities	10646:10665	Additionally, the contaminating host proteins may include some that have enzymatic activities or are prone to spontaneous chemical modification that, when present in the final drug product over a long period of time, may cause a change in product quality.
chapter4	209	18	ass	relating	29074:29081	arg1	changes	29116:29122	functional changes	29105:29122	functional changes	29105:29122	There are large gaps in completely relating structural changes to functional changes.
chapter4	209	18	ass	relating	29074:29081	arg0	gaps	29055:29058	large gaps	29049:29058	large gaps in completely relating structural changes to functional changes	29049:29122	There are large gaps in completely relating structural changes to functional changes.
chapter4	23	19	ass	coated	3423:3428	arg1	antibody	3414:3421	the antibody	3410:3421	the antibody coated on the plate	3410:3441	Then a second antibody that recognizes a different epitope of the product and has been conjugated to an enzyme is added to bind to the product that was captured by the antibody coated on the plate.
chapter4	23	19	ass	coated	3423:3428	arg0	plate	3437:3441	the plate	3433:3441	the plate	3433:3441	Then a second antibody that recognizes a different epitope of the product and has been conjugated to an enzyme is added to bind to the product that was captured by the antibody coated on the plate.
chapter4	316	20	reg	increase	45145:45152	arg1	value	45199:45203	the final value	45189:45203	the final value of the drug product	45189:45223	As the product stream advances through different stages of manufacturing, the purity and possibly the homogeneity of the product will increase, and the CQA value should approach the final value of the drug product.
chapter4	316	20	reg	increase	45145:45152	arg1	stream	45026:45031	the product stream	45014:45031	the product stream	45014:45031	As the product stream advances through different stages of manufacturing, the purity and possibly the homogeneity of the product will increase, and the CQA value should approach the final value of the drug product.
chapter4	316	20	reg	increase	45145:45152	arg0	advances	45033:45040	advances	45033:45040	advances through different stages of manufacturing, the purity and possibly the homogeneity of the product	45033:45138	As the product stream advances through different stages of manufacturing, the purity and possibly the homogeneity of the product will increase, and the CQA value should approach the final value of the drug product.
chapter4	308	21	ass	occur	44051:44055	arg0	it	44062:44063	it	44062:44063	it	44062:44063	A consideration in evaluating acceptable ranges for product attributes is that significant modification of the product may occur when it is administered to the patient.
chapter4	308	21	ass	occur	44051:44055	arg1	modification	44019:44030	significant modification	44007:44030	significant modification of the product	44007:44045	A consideration in evaluating acceptable ranges for product attributes is that significant modification of the product may occur when it is administered to the patient.
chapter4	351	22	inv	affect	50586:50591	arg0	duration	50511:50518	the duration	50507:50518	the duration of the process	50507:50533	For example, the duration of the process may be identified as a factor that can potentially affect the CQA host cell protein content.
chapter4	351	22	inv	affect	50586:50591	arg1	content	50619:50625	the CQA host cell protein content	50593:50625	the CQA host cell protein content	50593:50625	For example, the duration of the process may be identified as a factor that can potentially affect the CQA host cell protein content.
chapter4	351	22	inv	affect	50586:50591	arg0	factor	50558:50563	a factor	50556:50563	a factor that can potentially affect the CQA host cell protein content	50556:50625	For example, the duration of the process may be identified as a factor that can potentially affect the CQA host cell protein content.
chapter4	60	23	reg	have	7874:7877	arg0	molecule	7861:7868	a protein molecule	7851:7868	a protein molecule	7851:7868	Even if its amino acid sequence is unchanged, a protein molecule may have an altered secondary, tertiary, or quaternary structure.
chapter4	60	23	reg	have	7874:7877	arg1	unchanged	7840:7848	unchanged	7840:7848	unchanged	7840:7848	Even if its amino acid sequence is unchanged, a protein molecule may have an altered secondary, tertiary, or quaternary structure.
chapter4	60	23	reg	have	7874:7877	arg1	structure	7925:7933	an altered secondary, tertiary, or quaternary structure	7879:7933	an altered secondary, tertiary, or quaternary structure	7879:7933	Even if its amino acid sequence is unchanged, a protein molecule may have an altered secondary, tertiary, or quaternary structure.
chapter4	363	24	reg	generate	52361:52368	arg1	knowledge	52381:52389	additional knowledge	52370:52389	additional knowledge prior to commercialization	52370:52416	Process development studies and clinical manufacturing also generate additional knowledge prior to commercialization.
chapter4	363	24	reg	generate	52361:52368	arg0	manufacturing	52342:52354	clinical manufacturing	52333:52354	clinical manufacturing	52333:52354	Process development studies and clinical manufacturing also generate additional knowledge prior to commercialization.
chapter4	363	24	reg	generate	52361:52368	arg0	studies	52321:52327	Process development studies	52301:52327	Process development studies	52301:52327	Process development studies and clinical manufacturing also generate additional knowledge prior to commercialization.
chapter4	114	25	ass	made	16000:16003	arg1	lectins	15985:15991	lectins	15985:15991	lectins	15985:15991	Using a combination of lectins, often made into array format, one can gather information about a glycoprotein's carbohydrate profile.
chapter4	114	25	ass	made	16000:16003	arg0	format	16016:16021	array format	16010:16021	array format	16010:16021	Using a combination of lectins, often made into array format, one can gather information about a glycoprotein's carbohydrate profile.
chapter4	298	26	ass	effects	42236:42242	arg0	data	42163:42166	data	42163:42166	data from in vitro binding assays and bioassays	42163:42209	In the early stages of process development and QbD establishment, data from in vitro binding assays and bioassays are used to evaluate the effects of different ranges of CQAs on the performance of the product.
chapter4	298	26	ass	effects	42236:42242	arg0	ranges	42257:42262	different ranges	42247:42262	different ranges of CQAs	42247:42270	In the early stages of process development and QbD establishment, data from in vitro binding assays and bioassays are used to evaluate the effects of different ranges of CQAs on the performance of the product.
chapter4	298	26	ass	effects	42236:42242	arg1	performance	42279:42289	the performance	42275:42289	the performance of the product	42275:42304	In the early stages of process development and QbD establishment, data from in vitro binding assays and bioassays are used to evaluate the effects of different ranges of CQAs on the performance of the product.
chapter4	224	27	ass	effect	31100:31105	arg0	It	31085:31086	It	31085:31086	It	31085:31086	It enables the effect of changes in the protein on its biological activities to be quantitatively evaluated.
chapter4	224	27	ass	effect	31100:31105	arg0	changes	31110:31116	changes	31110:31116	changes in the protein	31110:31131	It enables the effect of changes in the protein on its biological activities to be quantitatively evaluated.
chapter4	224	27	ass	effect	31100:31105	arg1	activities	31151:31160	its biological activities	31136:31160	its biological activities	31136:31160	It enables the effect of changes in the protein on its biological activities to be quantitatively evaluated.
chapter4	111	28	ass	used	15485:15488	arg1	structure	15544:15552	the glycan structure	15533:15552	the glycan structure	15533:15552	These methods can be used in characterizing glycans, especially when the glycan structure is not expected to exert a major effect on its clinical efficacy, and the characterization primarily serves the purpose of assuring consistency of product quality.
chapter4	111	28	ass	used	15485:15488	arg0	methods	15470:15476	These methods	15464:15476	These methods	15464:15476	These methods can be used in characterizing glycans, especially when the glycan structure is not expected to exert a major effect on its clinical efficacy, and the characterization primarily serves the purpose of assuring consistency of product quality.
chapter4	327	29	ass	used	46948:46951	arg0	biomanufacturing	46956:46971	biomanufacturing	46956:46971	biomanufacturing	46956:46971	Producer cell lines used in biomanufacturing have all been clonally selected.
chapter4	327	29	ass	used	46948:46951	arg1	lines	46942:46946	Producer cell lines	46928:46946	Producer cell lines used in biomanufacturing	46928:46971	Producer cell lines used in biomanufacturing have all been clonally selected.
chapter4	137	30	reg	alter	19458:19462	arg0	events	19415:19420	Some events	19410:19420	1 Some events	19408:19420	1 Some events, mostly occurring non-biologically, alter the higher-order protein structure, such as disulfide bond scrambling or the formation of aggregates.
chapter4	137	30	reg	alter	19458:19462	arg1	structure	19489:19497	the higher-order protein structure	19464:19497	the higher-order protein structure	19464:19497	1 Some events, mostly occurring non-biologically, alter the higher-order protein structure, such as disulfide bond scrambling or the formation of aggregates.
chapter4	418	31	reg	has	60818:60820	arg1	pyroglutamate	60777:60789	pyroglutamate	60777:60789	pyroglutamate	60777:60789	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg1	glycosylation	60693:60705	glycosylation	60693:60705	glycosylation	60693:60705	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg1	glycation	60732:60740	glycation	60732:60740	glycation	60732:60740	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg1	effect	60835:60840	the dominant effect	60822:60840	the dominant effect	60822:60840	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg0	bioreactor	60807:60816	the production bioreactor	60792:60816	the production bioreactor	60792:60816	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg1	lysine	60754:60759	C-terminal lysine	60743:60759	C-terminal lysine	60743:60759	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg1	variants	60675:60682	product variants	60667:60682	product variants	60667:60682	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg1	deamidation	60708:60718	deamidation	60708:60718	deamidation	60708:60718	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	418	31	reg	has	60818:60820	arg1	oxidation	60721:60729	oxidation	60721:60729	oxidation	60721:60729	For product variants, such as glycosylation, deamidation, oxidation, glycation, C-terminal lysine, and N-terminal pyroglutamate, the production bioreactor has the dominant effect.
chapter4	117	32	reg	achieved	16388:16395	arg0	treatment	16407:16415	a treatment	16405:16415	a treatment with enzyme peptide-N-glycosidase F (PNGase F)	16405:16462	For N-glycans, the cleavage of the glycan is achieved through a treatment with enzyme peptide-N-glycosidase F (PNGase F).
chapter4	117	32	reg	achieved	16388:16395	arg1	cleavage	16362:16369	the cleavage	16358:16369	the cleavage of the glycan	16358:16383	For N-glycans, the cleavage of the glycan is achieved through a treatment with enzyme peptide-N-glycosidase F (PNGase F).
chapter4	369	33	reg	generates	53374:53382	arg1	products	53384:53391	products	53384:53391	products which meet the QTPP and CQAs	53384:53420	Design Space and Control Strategy T he ultimate objective of QbD is to establish a manufacturing process that generates products which meet the QTPP and CQAs.
chapter4	369	33	reg	generates	53374:53382	arg0	process	53361:53367	a manufacturing process	53345:53367	a manufacturing process that generates products which meet the QTPP and CQAs	53345:53420	Design Space and Control Strategy T he ultimate objective of QbD is to establish a manufacturing process that generates products which meet the QTPP and CQAs.
chapter4	92	34	ass	caused	12500:12505	arg0	variability	12540:12550	the cells' protein processing variability	12510:12550	the cells' protein processing variability	12510:12550	In addition to the variants caused by the cells' protein processing variability, structural variants may also arise non-enzymatically after proteins are secreted into the culture medium, or occur in the course of downstream product recovery.
chapter4	92	34	ass	caused	12500:12505	arg1	variants	12491:12498	the variants	12487:12498	the variants caused by the cells' protein processing variability	12487:12550	In addition to the variants caused by the cells' protein processing variability, structural variants may also arise non-enzymatically after proteins are secreted into the culture medium, or occur in the course of downstream product recovery.
chapter4	202	35	reg	cause	28050:28054	arg1	Activities	28091:28100	immunogenic responses   Biological Activities	28056:28100	immunogenic responses   Biological Activities Functional Assay S tructural characterization as discussed above evaluates the quantity of various anomalies in the product	28056:28224	• Proteins consist of many different amino acids comprising weak acidic and basic groups • Identification and monitoring of charge variants throughout manufacturing is critical for the production of safe and effective drugs • Charge variants impact the stability and activity of the protein, which may also cause immunogenic responses   Biological Activities Functional Assay S tructural characterization as discussed above evaluates the quantity of various anomalies in the product.
chapter4	202	35	reg	cause	28050:28054	arg0	protein	28026:28032	the protein	28022:28032	the protein	28022:28032	• Proteins consist of many different amino acids comprising weak acidic and basic groups • Identification and monitoring of charge variants throughout manufacturing is critical for the production of safe and effective drugs • Charge variants impact the stability and activity of the protein, which may also cause immunogenic responses   Biological Activities Functional Assay S tructural characterization as discussed above evaluates the quantity of various anomalies in the product.
chapter4	242	36	inv	affects	33143:33149	arg1	need	33194:33197	the need to control those properties within a defined range	33190:33248	the need to control those properties within a defined range	33190:33248	The variability of protein structures underlines the importance of identifying the properties whose variability affects the product's safety and efficacy, and the need to control those properties within a defined range.
chapter4	242	36	inv	affects	33143:33149	arg1	efficacy	33176:33183	efficacy	33176:33183	efficacy	33176:33183	The variability of protein structures underlines the importance of identifying the properties whose variability affects the product's safety and efficacy, and the need to control those properties within a defined range.
chapter4	242	36	inv	affects	33143:33149	arg1	safety	33165:33170	product's safety	33155:33170	product's safety	33155:33170	The variability of protein structures underlines the importance of identifying the properties whose variability affects the product's safety and efficacy, and the need to control those properties within a defined range.
chapter4	242	36	inv	affects	33143:33149	arg0	variability	33131:33141	variability	33131:33141	variability	33131:33141	The variability of protein structures underlines the importance of identifying the properties whose variability affects the product's safety and efficacy, and the need to control those properties within a defined range.
chapter4	235	37	reg	have	32196:32199	arg0	batch	32178:32182	a product batch	32168:32182	a product batch	32168:32182	If a product batch is shown to have an altered behavior as shown in the response curve of a bioassay, further investigation is called for.
chapter4	235	37	reg	have	32196:32199	arg1	behavior	32212:32219	an altered behavior	32201:32219	an altered behavior	32201:32219	If a product batch is shown to have an altered behavior as shown in the response curve of a bioassay, further investigation is called for.
chapter4	77	38	ass	secreted	10096:10103	arg0	cells	10113:10117	host cells	10108:10117	host cells	10108:10117	The amount of native proteins secreted by host cells into the culture supernatant is small.
chapter4	77	38	ass	secreted	10096:10103	arg0	supernatant	10136:10146	the culture supernatant	10124:10146	the culture supernatant	10124:10146	The amount of native proteins secreted by host cells into the culture supernatant is small.
chapter4	77	38	ass	secreted	10096:10103	arg1	proteins	10087:10094	native proteins	10080:10094	native proteins secreted by host cells into the culture supernatant	10080:10146	The amount of native proteins secreted by host cells into the culture supernatant is small.
chapter4	105	39	reg	causes	14386:14391	arg0	presence	14306:14313	the presence	14302:14313	the presence	14302:14313	For example, the presence of sialidases and other glycosidases, likely released from dead cells, causes the trimming of sialic acid or other sugar moieties from the glycan.
chapter4	105	39	reg	causes	14386:14391	arg1	trimming	14397:14404	the trimming	14393:14404	the trimming of sialic acid or other sugar moieties from the glycan	14393:14459	For example, the presence of sialidases and other glycosidases, likely released from dead cells, causes the trimming of sialic acid or other sugar moieties from the glycan.
chapter4	291	40	ass	based	41116:41120	arg1	score	41110:41114	an impact score	41100:41114	an impact score based on its perceived importance to the fulfillment of the QTPP	41100:41179	Each attribute is given an impact score based on its perceived importance to the fulfillment of the QTPP and an "uncertainty" score that accounts for the extent of the variability of the attribute.
chapter4	291	40	ass	based	41116:41120	arg0	importance	41139:41148	its perceived importance	41125:41148	its perceived importance to the fulfillment of the QTPP	41125:41179	Each attribute is given an impact score based on its perceived importance to the fulfillment of the QTPP and an "uncertainty" score that accounts for the extent of the variability of the attribute.
chapter4	429	41	inv	allowed	62148:62154	arg1	inputs	62141:62146	worst-case inputs	62130:62146	worst-case inputs allowed by the design space for each CQA	62130:62187	Linkage studies to examine the combined effects on CQAs are performed to ensure that the combination of worst-case inputs allowed by the design space for each CQA would produce a product that meets its specifications.
chapter4	429	41	inv	allowed	62148:62154	arg0	space	62170:62174	the design space	62159:62174	the design space	62159:62174	Linkage studies to examine the combined effects on CQAs are performed to ensure that the combination of worst-case inputs allowed by the design space for each CQA would produce a product that meets its specifications.
chapter4	62	42	reg	result	8171:8176	arg0	Changes	8133:8139	Changes	8133:8139	Changes in higher-order structure	8133:8165	Changes in higher-order structure may result in different biological activity or even immunogenicity (Panel 4.3) .
